word,reading,example,,,level,meaning
汚染,おせん,豚太郎の黴菌におせんされたぜ！ふざけやがって,,,4,"pollution, contamination"
奥さん,おくさん,彼のおくさんはきれいな方です。,,,4,"wife, your wife, his wife, married lady, madam"
最奥,さいおう,ナザリックのさいおうに眠る秘法の数々が ついに 力を振るうときが来たと？,,,4,"deep inside, innermost place"
押す,おす,そうは言うがな 昔からこうも言うだろう 自分自身の足で立って歩けってな  ボルテックのやつは帝国軍のおす乳母車に乗ってるだけだろう,,,4,"to push, to press"
押収,おうしゅう,第３偵察中隊のダリオ・トーレスです テロリストより このようなものをおうしゅうしました 本部にご送信願えないでしょうか？,,,4,"seizure, confiscation"
沖,おき,二日後　エリナ・ジョースターはカナリア諸島おきで救助された,,,4,open sea
記憶,きおく,当時のことはしっかりきおくしているよ。,,,4,"memory, recollection, remembrance"
憶測,おくそく,しかし そちらも...自分たちに都合のいいおくそくばかりで話を進めようとしている,,,4,"guess, speculation, supposition"
暇,ひま,明日はひまですか。,,,4,"spare time, free time, leisure"
休暇,きゅうか,今度のきゅうかにフィリピンに行きます。,,,4,"holiday, day off, furlough, absence (from work)"
箇所,かしょ,丹念に点検する 壊れているかしょがあれば補修用のくいや横木を持ち出し 修理する,,,4,"passage, place, point, part"
菓子,かし,パンがなければおかしを献上すればいいのに 圧政すぎる！,,,4,"confectionery, sweets, candy, cake"
雅,みやび,ああ… みやびで知的…なんて素敵な殿方かしら…,,,4,"refinement, elegance, grace"
優雅,ゆうが,真にゆうがな旅に必要なのは千里を駆ける駿馬でも 贅を凝らした馬車でもなく 歩みを止めて漫然と過ごす時間であろう,,,4,"elegant, graceful, refined"
紹介,しょうかい,しょうかいするよ ダニーってんだ 僕の愛犬でね,,,4,"introduction, presentation, referral, listing"
介護,かいご,じゃ ちょっと老人かいごのボランティアに行ってくるよ おねえちゃん,,,4,"nursing, care, caregiving, caring"
壊す,こわす,彼女が私のケータイをこわした。,,,4,"to break, to destroy, to demolish"
破壊,はかい,キュウシュウブロックの関門大橋がはかいされました 何？,,,4,"destruction, disruption"
壊死,えし,無理に起きていようものなら全身の細胞がえししてしまう,,,4,necrosis
戒め,いましめ,貴様の心臓にいましめの楔を刺し込んだ。,,,4,"caution, admonition, warning"
警戒,けいかい,地震のあとは津波にけいかいしてください。,,,4,"vigilance, caution, alertness"
皆,みな,あの人たちはみな、同じ方向を見ている。,,,4,"all, everyone, everybody"
皆無,かいむ,イヤです イヤです 行きます 行きます だってダンジョンなんて 私の存在価値 かいむじゃないですか 爆裂魔法なんて使えないし 私もう本当に ただの一般人！,,,4,"nonexistent, nil, none"
獲物,えもの,俺がいつものように えものを狙っている時のことだった,,,4,"prey, catch, kill, game"
獲得,かくとく,ええ。弓道部は問題児も多いし、巧いのが一人減ったからね。 四月の新入生かくとくの為に、少しぐらいは見栄えを良くしとかないと,,,4,"acquisition, possession"
捕獲,ほかく,まずは過去5回のほかく時に行った実験の反復から始めた,,,4,"capture, seizure"
比較,ひかく,それにひかくすれば国家の興亡など大した意義はない 本当だよ これは 自由惑星同盟の興亡でもですか？,,,4,comparison
刈る,かる,羊毛をかる,,,4,"to cut (grass, hair, etc.), to mow, to clip"
乾く,かわく,夏は洗濯物がすぐかわく。,,,4,to get dry
乾燥,かんそう,あと かんそうすると危険だから 加湿器を使うとかね,,,4,"dryness, aridity, drying"
勧める,すすめる,携帯を使って 助けを呼ぶことをすすめるよ 俺は その間にとんずらするとしよう,,,4,"to recommend (someone to do), to advise"
勧告,かんこく,誰もいないですね… 避難かんこくが発令されたのだ 当然だろう,,,4,"advice, counsel, remonstrance, recommendation"
歓迎,かんげい,卿が喜んでくれて嬉しい それだけで  ぜいを尽くした酒池肉林のかんげいにも勝る,,,4,"welcome, reception"
歓声,かんせい,無数の腕の林が、軍帽を空中に高く舞わせた。拍手とかんせいの狂騒曲。,,,4,"cheer, shout of joy"
汗,あせ,彼は額にあせをかいていたの。,,,4,"sweat, perspiration"
発汗,はっかん,「他にもいくつか不審な点があります。体内分泌物、はっかん、脱毛等から、 富竹さんはお亡くなりになる直前、極度の興奮状態だったようなのです」,,,4,"sweating, perspiration, sudation"
環境,かんきょう,人間が生存可能なかんきょうを提供し続ける都市を築きまし,,,4,"environment, circumstance"
一環,いっかん,カズマ！ これは じらしプレーのいっかんなのだろうか？ この ギリギリでのお預け感がまた…！,,,4,"link, part"
甘い,あまい,「しかし二番煎じが通用するようなあまい世の中ではない」,,,4,sweet
甘言,かんげん,ああっ！この場面で そんな… こ… こらっ！かんげんに惑わされるな 魔力を高め スティールに耐える用意を,,,4,"sweet words, smooth talk, cajolery, flattery, sycophancy"
監視,かんし,君たちは三週間前から既にベネチアで我々にかんしされていたのだよ,,,4,"monitoring, watching, observation"
監禁,かんきん,「――追い出したら、拉致されてかんきんされたって触れ回ってやる」,,,4,confinement
鑑みる,かんがみる,目下のところ 世論の情勢をかんがみて シビュラシステムの実体は 完全に 秘匿されています,,,4,"to take into account, to bear in mind, to consider, to learn from, to take warning from"
図鑑,ずかん,このハエ 見覚えがあります なんじゃと ジョジョ ずかんはないか 離れに書庫がある,,,4,"pictorial book, picture book, illustrated reference book"
鑑賞,かんしょう,これは これは 華麗なる天才児殿 どこにいるのかと思えばこんな片隅で絵のごかんしょうですか,,,4,"appreciation (of art, music, poetry, etc.)"
含む,ふくむ,つきましては 惑星ハイネセンをふくむ バーラト星系に内政自治権を認める件について ラインハルト陛下と帝国政府の名誉に懸けて これを履行いたします,,,4,"to contain, to comprise, to have"
含意,がんい,お言葉ですが 閣下のお言葉は がんいが広すぎます,,,4,"implication, connotation"
奇妙,きみょう,わしはインドの港町で 一人のきみょうな男と出会った,,,4,"strange, queer, curious"
好奇心,こうきしん,我がドイツ軍は 単なる軍事上のこうきしんで サンタナを目醒めさせたのではないということ,,,4,"curiosity, inquisitiveness"
幾つ,いくつ,娘さんはいくつになりましたか。,,,4,how many?
幾重にも,いくえにも,いくえにも葉が重なって 上空からは地上が全く見えないはず,,,4,"repeatedly, over and over again"
祈る,いのる,じゃあ　健闘をいのる 健闘をいのる,,,4,"to pray, to wish"
祈念,きねん,勇者打倒をきねんして 盛大な逆花火といくぜ,,,4,prayer
輝く,かがやく,彼女の瞳は喜びでかがやいていますね。,,,4,"to shine, to glitter, to sparkle"
光輝,こうき,あなたは常に私の前を歩み しかもこうきに満ちているべきだ  消極や安定などがあなたのこうげんになり得るのか,,,4,"brightness, splendour, splendor"
鬼,おに,彼はおにのような人だ,,,4,"oni, ogre, demon"
吸血鬼,きゅうけつき,貴様の生命と俺のきゅうけつきのエキスとを循環交換してやるのだからな,,,4,"vampire, bloodsucker"
儀式,ぎしき,銀河帝国ではアスターテ会戦の戦功者を称えるぎしきが執り行われていた,,,4,"ceremony, rite, ritual, service"
行儀,ぎょうぎ,この子は本当にぎょうぎの良い子です。,,,4,"manners, behavior, behaviour"
戯れる,たわむれる,ほら やっぱり子犬とたわむれる 優しい子じゃないですか,,,4,"to be playful, to gambol, to be amused"
戯曲,ぎきょく,シェークスピアはぎきょくを書く天才だった,,,4,"play, drama"
詰める,つめる,獲物を追いつめる 肉食獣の それだった,,,4,"to stuff into, to jam, to cram"
詰問,きつもん,逆にカイザーはロイエンタール元帥をフェザーンに呼んできつもんするらしい,,,4,"cross-examination, close questioning, demanding an explanation"
忘却,ぼうきゃく,ジョジョ　行くぞ　次に死のぼうきゃくを迎え入れるのはお前よ,,,4,"lapse of memory, forgetting completely, (consigning to) oblivion"
冷却,れいきゃく,しかし、衆望を担った若い皇帝が即位後一年たらずで暗殺されると、両勢力間の関係はたちまちれいきゃく化し、希望は水泡に帰してしまった。,,,4,"cooling, refrigeration"
脚本,きゃくほん,彼はこのドラマのきゃくほんを書いています,,,4,"script, screenplay, scenario"
馬脚,ばきゃく,ばきゃくを現すといっても あまりにあっけなさすぎるな ﾛｲｴﾝﾀｰﾙ元帥を陥れようとする 何者かの工作ではないのか？,,,4,"horse's legs, real nature"
丘,おか,おかの上にホテルが建ちましたね。,,,4,"hill, height, knoll"
及ぼす,およぼす,このままでは現場の部隊に甚大な負担をおよぼすばかりかと,,,4,"to exert, to cause, to exercise"
普及,ふきゅう,ゴミのリサイクルがふきゅうしている。,,,4,"diffusion, spread, popularization"
朽ちる,くちる,我が軍に度重なる苦杯を飲ませたほどの男が このまま老いくちるまで 無為な年金生活に甘んじるはずがない,,,4,"to rot, to decay"
老朽,ろうきゅう,いくらろうきゅう船とはいえ 貴重な輸送船を500隻も自爆させて もうちょっと マシなことは考えられなかったのか？,,,4,"decrepitude, senescence, superannuation"
巨大,きょだい,それって ひょっとして… お前様のきょだいな妹御が 現在 かかっておる怪異じゃよ,,,4,"huge, gigantic, enormous"
巨人,きょじん,彼の「きょじんの力」が 今回の襲撃を退けた事は事実です,,,4,"giant, great man"
根拠,こんきょ,やる気ですか？ 初志を捨て　こんきょのない 答えに身を投じると？,,,4,"basis, foundation"
証拠,しょうこ,しょうこは全て揃いましたよ 事務次官 ＮＡＣからの利益供与,,,4,"evidence, proof"
距離,きょり,｢我が隊よりのきょりは 40.6光秒  至近です！｣,,,4,"distance, range"
凶器,きょうき,『きょうきの断定はまだできていないとのことですが、おそらくは鋭利な刃物――日本刀、 もしくはそれに類する刃渡り60cm以上の刀剣であるという説が有力視されています』,,,4,"dangerous weapon, lethal weapon, deadly weapon"
凶悪,きょうあく,いい子はこんなきょうあくな罠は仕掛けないぞ 言い掛かりでございますわ 、何の証拠があって、ふわッ,,,4,"atrocious, fiendish, brutal, villainous"
叫ぶ,さけぶ,ルドルフが皇帝となった時 憤りを禁じ得なかった人々よりも 快哉をさけんだ人々の方がはるかに多数派だったのですから,,,4,"to shout, to cry"
絶叫,ぜっきょう,そのぜっきょうを聞きたかったぞ ジョジョ,,,4,"scream, shriek, shout, exclamation"
恐れる,おそれる,さて これで悪運を切り離したぞ おそれるものは怯懦のみだ,,,4,"to fear, to be afraid of"
恐怖,きょうふ,「バカが……きょうふで目が曇ったか……」,,,4,"fear, dread, dismay, terror"
恐縮,きょうしゅく,「きょうしゅくです。　助勢は無用と見えたもので、手出しを控えさせて頂きました」,,,4,"feeling obliged, being grateful"
状況,じょうきょう,「むしろ欠損じょうきょうによっては、今の彼女は写本にも劣る」,,,4,"state of affairs (around you), situation, circumstances"
不況,ふきょう,ふきょうの影響で仕事が少ないね。,,,4,"recession, depression, slump"
狂う,くるう,波紋で腕を蒸発させられて　怒りくるうの,,,4,"to go mad, to lose one's mind, to go crazy"
狂気,きょうき,その歪んだ精神　醜悪なるきょうき 心の奥底まで魂をディオに売り渡したな,,,4,"madness, insanity"
狭い,せまい,私の部屋はせまいです。,,,4,"narrow, confined, small"
狭量,きょうりょう,なに そこの後期高齢者は人格がきょうりょうだからね 僕が この場にいたら 話を渋るんじゃないかと思って,,,4,"narrow-minded, intolerant, petty"
響き,ひびき,私も あの仮面が欲しいです 紅魔族の琴線に激しくひびきます バカか！あの仮面が本体なんだよ,,,4,"echo, reverberation"
驚く,おどろく,乗り切ったあ～！ 自分でもおどろくほどの弁舌！,,,4,"to be surprised, to be astonished"
驚異,きょうい,あれはきょういの造形物だった,,,4,"wonder, miracle, amazement, prodigy"
仰ぐ,あおぐ,我々は事あるごとに指示をあおいでおりました,,,4,"to look up (at) * to look up to, to respect"
仰る,おっしゃる,いたわっていただく必要はありません 私の婚約者は祖国を守ってあなたのおっしゃる崇高な死を遂げたのですから そうですかいや あなたは銃後の婦女子の鑑とも言うべき方だ,,,4,"to say, to speak, to tell, to talk"
大仰,おおぎょう,自己犠牲じゃない 自己満足に甘んじる覚悟がないのなら 正義などとおおぎょうな言葉を口にするな,,,4,exaggeration
信仰,しんこう,智将と呼び、猛将と言う。それらの区分をこえて、部下に不敗のしんこうをいだかせる指揮官を名将と称する――とヤンは史書で読んだことがあった。,,,4,"(religious) faith, belief, creed"
駆ける,かける,俺たちはこのまま馬でかける いいな？,,,4,"to run (race, esp. horse), to dash"
駆使,くし,だが人は知恵と勇気をくしして もがき あがき 最後まで生にしがみつく...,,,4,"to use freely, to make free use of"
屈める,かがめる,腰をかがめて挨拶を交わす,,,4,"to stoop, to bend (e.g. one's knees)"
退屈,たいくつ,「詰まらんぞ、アンチクロス！　たいくつ過ぎて欠伸が出る！」,,,4,"tedium, boredom, dullness"
掘る,ほる,ここに穴をほりましょう。,,,4,"to dig, to excavate, to hollow"
採掘,さいくつ,桐原泰三 サクラダイトさいくつ業務を 一手に担う 桐原産業の創設者にして 枢木政権の影の立役者,,,4,mining
繰り返す,くりかえす,くりかえす パイロットは全員ハッチを開いて素顔を見せよ どうなる 面通しをされたら？,,,4,"to repeat, to do something over again"
傾く,かたむく,お日様が西にかたむきましたね。,,,4,"to incline toward, to slant, to lurch"
傾向,けいこう,最近の若者は難しい本を読まないけいこうがある。,,,4,"tendency, trend, inclination"
恵む,めぐむ,いいわ　そこまで言うのなら哀れすぎて見ていられないから同情して水をめぐんであげるわ 感謝なさい,,,4,"to bless, to show mercy to"
恩恵,おんけい,あんた 生まれながらの特殊能力持ちだったの？ なら 私という すばらしいおんけいを授かったことは 無効よ 無効！ 帰してよ！,,,4,"grace, favor, favour, blessing, benefit"
知恵,ちえ,よいよい 愚昧なるそなたに このわたしがちえを授けてやろう,,,4,"wisdom, wit, sagacity, sense"
継ぐ,つぐ,彼は父親の店をついだの。,,,4,"to succeed (a person, to a position, etc.), to inherit"
継続,けいぞく,私との勝負 けいぞくをお望みならば その者との質疑 何とぞ　後回しにされますよう。,,,4,continuation
迎える,むかえる,姉が空港までむかえに来てくれます。,,,4,to go out to meet
撃つ,うつ,貴君らが武力抵抗するのならば 我らにもうつ用意あり,,,4,"to shoot (at), to attack"
攻撃,こうげき,2003年にアメリカはイラクをこうげきした。,,,4,"attack, assault, raid"
兼ねる,かねる,彼女は秘書と事務の担当をかねています。,,,4,"serve two functions, combine"
兼,けん,あたくしはマヌエラ 教師けん、医師けん、歌姫よ。よろしくね。,,,4,holding both roles
刀剣,とうけん,不安だからだ できるだろうか　俺の波紋で このとうけんよりも切れるバリアを突破することが,,,4,"sword, dagger, knife, bayonet"
真剣,しんけん,どのような歌であろうとも 常にしんけんに取り組みたいです,,,4,"serious, earnest"
大気圏,たいきけん,灼熱の噴出物は地球の動きを脱出してたいきけん外までふっ飛んで行く,,,4,the atmosphere
圏内,けんない,国籍不明の義勇軍魔導師の混在を確認 認知けんないへの接近は確実の見込み,,,4,"(being) within range (radio, commuting, etc.), (being) within the sphere"
手堅い,てがたい,ノリと勢いを封印して てがたい作戦に出ましたね,,,4,"steady, firm, solid, secure"
堅固,けんご,けんごだな まるであの老人の精神のようだ,,,4,"solid, strong, firm"
肩,かた,「勝ったの負けたの、そういうのがそんなに大事？かた凝らないかな、プレッシャーだよ」,,,4,shoulder
肩こうこつ,けんこうこつ,けん甲骨をぶち割って 上半身を腰寛骨までアジの開きのように裂いてやれ！,,,4,"shoulder blade, scapula"
軒,のき,その通りは飲食店がのきを並べている,,,4,eaves
一軒家,いっけんや,フッ なるほど いっけんややビルディングを燃やすよりは どうやら手軽そうだ,,,4,"detached house, single house"
小遣い,こづかい,月のこづかいいくらもらってる？ 千円 あら、結構、小市民的ですのねぇ,,,4,"pocket money, spending money, pin money, allowance"
派遣,はけん,陛下　彼らに対してまず外交使節をはけんなさってはいかがでしょう,,,4,"dispatch, despatch, deployment"
玄人,くろうと,狩りはくろうとに任せるとして お前らは競売を楽しんでくれ。,,,4,"expert, professional, master"
玄関,げんかん,名の由来は門の両側に植えられた柊の木で げんかんの扉にも柊の紋章が彫りつけられている,,,4,"entrance, front door, entryway, entranceway"
枯れる,かれる,花瓶の花がかれました。,,,4,"to wither (of a plant), to be blasted, to die"
誇る,ほこる,火力と俊敏性をほこる魔導師は敵兵力を狩るのに理想的な兵科です,,,4,"to boast of, to be proud of"
誇張,こちょう,「あるいはいい加減な祖父のことですから、どこかにこちょうがあるやもしれません」,,,4,exaggeration
太鼓,たいこ,にも関わらず 政府に対して協力の姿勢を持たず… ケッ よく言うよ たいこ持ちが,,,4,drum
鼓動,こどう,聞こえない 呼吸はしていない では 心臓のこどう音は？,,,4,"beat, palpitation, pulsation, throbbing"
互い,たがい,おたがいがいれば何もいらない。 一緒になろうと 誓い合った矢先だった。,,,4,"each other, one another"
相互,そうご,チームの中ではそうごの信頼が大切です。,,,4,"mutual, reciprocal"
制御,せいぎょ,アルカは誰にもせいぎょできない。,,,4,control
御業,みわざ,神のみなにおいて 祖国を侵す輩に鉄槌を 地上に神のみわざを発現せん,,,4,the works (of the gods)
御料,ごりょう,出て来い！殿下のごりょう車を汚す不届き者が！,,,4,imperial property
恒星,こうせい,"目も眩む こうせいのごとき光弾に変え, 撃ち放つ 無慈悲の咆哮である",,,4,"(fixed) star (i.e. not a planet, meteorite, etc.)"
恒久的,こうきゅうてき,たとえ10億　20億の命がなくなったとしても こうきゅうてきな平和が 違います！,,,4,"permanent, perpetual, lasting"
抗う,あらがう,謎の少女C.C.から手に入れた絶対順守の力ギアスを使い ゼロは再びあらがいを決意する,,,4,"to go against, to fight against, to oppose, to resist, to deny"
抵抗,ていこう,見てのとおり あなた方の頼む首飾りは破壊しました この上は無益なていこうをやめて 降伏するよう勧告します,,,4,"resistance, opposition, standing up to"
攻める,せめる,彼は積極的にせめたが勝てなかったな。,,,4,"to attack, to assault, to assail"
更ける,ふける,だいぶん夜もふけたが　 一向に寝そうにねえな,,,4,"to get late, to advance, to wear on"
更に,さらに,彼はさらに質問を続けたの。,,,4,"furthermore, again, after all"
変更,へんこう,計画を大幅にへんこうした。,,,4,"change, modification, alteration"
原稿用紙,げんこうようし,「では陳謝を四百字詰めげんこうようし五枚以上の文面で提出する形では」,,,4,"Japanese writing paper (lined with a square grid, one square per character)"
草稿,そうこう,フロイライン･マリーンドルフ 近くレンネンカンプの死を公表し 同盟政府の責任を問うための出兵を宣言する 今週のうちに演説のそうこうを完成させよ,,,4,"notes, draft, manuscript"
荒い,あらい,うちの犬は気があらい。,,,4,"rough, wild, violent, rude"
破天荒,はてんこう,「昔はもっと、やさしい少女だったのに…… どうしてあんなはてんこうな行動に出るようなおばさんになってしまったのでしょうか……」,,,4,"unheard-of, unprecedented"
項,うなじ,以前捕獲した子達は 誤って殺してしまったんだ 首を切り落とす実験でうなじまで削ってしまってね,,,4,nape (of the neck)
項目,こうもく,まずは誰かにスキルの使い方を教えてもらうのです するとカードにこうもくが現れるので ポイントを使って それを選べば 習得完了なのです,,,4,"item, heading, category, clause"
香り,かおり,うーむ、良いかおりだ。目を閉じると、薔薇園にでも迷い込んだかのような・・,,,4,"aroma, fragrance, scent, smell"
香水,こうすい,ところがそのこうすいは、どうも酢のような匂いがするのでした。,,,4,perfume
富豪,ふごう,仕事ですよ 仕事 ほう 今度は何だ？ 人を運びます どこぞのきれいなふごう令嬢か？,,,4,"wealthy person, millionaire"
豪雨,ごうう,ターニャ・デグレチャフ少尉 砲弾と銃弾のごううの中 気高く駆けるその姿はまるで戦場の妖精,,,4,"torrential rain, heavy rain, cloudburst, downpour"
腰,こし,昨日からこしが痛い。,,,4,"back, lower back, waist, hips"
腰痛,ようつう,何かようつうを治す、良い方法はないかと考えているところなのだよ。,,,4,"lower back (or hip) pain, lumbago"
込む,こむ,彼女はそのセミナーに申しこんだ。,,,4,"to be crowded, to be packed to put into"
結婚,けっこん,ユノはギリシャ神話ではヘラという女神で けっこんや出産を司っているんです,,,4,marriage
離婚,りこん,そう 家庭の問題 母親が悪徳宗教にはまってしまうとか 協議りこんとか,,,4,divorce
鎖,くさり,「ふふん、ヒトには早過ぎるヘルメスの炎だな。プロメテウスはくさりに繋がれ、禽に臓腑を啄まれる罰を受け――」,,,4,"chain, chains"
閉鎖,へいさ,その後 二十世紀初めにホテルとして改築されたが 十年前に オーナーが死んでへいさされた,,,4,"closing, closure, shutdown, lockout"
彩る,いろどる,悲しみと絶望にいろどられた君の人生は喩えるならば、この手のひらに舞い降りた儚い淡雪…… 雪がすべてを白く埋め尽くす……僕の悲しみも何もかも……ゴゴゴゴゴ……何？,,,4,"to colour, to color, to paint"
色彩,しきさい,この絵はしきさいが調和している,,,4,"colour, color, hue, tints"
万歳,ばんざい,「民衆がルドルフばんざいを叫ぶ声が私の部屋にも聴こえてくる。 彼らが絞刑吏に万歳を叫んだことを自覚するまで、どれほどの日数を必要とするだろう」,,,4,banzai
歳月,さいげつ,それから10年のさいげつが経った,,,4,"time, years"
載る,のる,先生の論文が雑誌にのりましたよ。,,,4,"to be placed on, to be set on to appear (in print)"
記載,きさい,囲い火蜂は江戸時代に著された文献東方乱図鑑の15段に きさいされている怪異譚だ,,,4,"mention (in a document), record, entry, statement, listing"
洗剤,せんざい,床にせんざいをこぼしてしまいました。,,,4,"detergent, cleanser, cleaning agent, washing material"
解毒剤,げどくざい,げどくざいが必要なのかもしれない,,,4,antidote
咲く,さく,「死んで花実はさきませんんん……！！」,,,4,to bloom
惨め,みじめ,「ためにみじめな最期を迎えることになったわ」,,,4,"miserable, wretched, unhappy, sad, pitiable"
悲惨,ひさん,捕まったテロリストの末路はひさんだよ,,,4,"disastrous, tragic, miserable"
伺う,うかがう,そ… そんな いきなり人様の家にうかがうなんて,,,4,"to ask, to inquire, to hear, to visit"
刺す,さす,蝶のように舞い 蝶のようにさす 蝶がさすか！,,,4,"to pierce, to stab, to prick"
刺激,しげき,「これはねぇ、乳腺がしげきされておっぱい大きくなるおまじないなんだよ」,,,4,"stimulus, impetus, incentive"
名刺,めいし,でも 戦場ヶ原 お前 貝木の居場所 分かるのか？ めいしがあったのよ,,,4,business card
旨,むね,洗いざらい話すむね　まさか ほごにする気はあるまいな？,,,4,"principle, aim, main purpose"
要旨,ようし,私の作戦ようしは見たかな？率直な意見をくれないか？,,,4,"point, essentials, gist, summary, fundamentals"
紫,むらさき,彼女はむらさきのドレスを着ていた。,,,4,"purple, violet"
紫外線,しがいせん,しがいせんを照射しています マスクをつけてください,,,4,"ultraviolet rays, ultraviolet radiation"
脂,あぶら,この肉はあぶらが多い。,,,4,"fat, tallow, lard, grease"
脂肪,しぼう,ただ 体しぼうはもう測るな それは できんな 友達だろうが ウエストを２センチ 絞れ,,,4,"fat, grease, blubber, lard, suet"
雌,めす,けどこの雄すげえ怖いんだよ めすにガブリとかみついて そのかみついた箇所から 血管や肉を同化させていくんだ そして 最終的にはめすの体の一部になる,,,4,"female (animal, plant)"
雌雄,しゆう,閣下は心おきなく ブラウンシュヴァイク公らとしゆうを決する戦いにご専念ください,,,4,"male and female (animals), the two sexes victory and defeat"
執着,しゅうちゃく,なんという生へのしゅうちゃく,,,4,"attachment, adhesion, tenacity, fixation, obsession"
