word,reading,example,,,level,meaning
乗り換え,のりかえ,次の駅でのりかえです。,,,3,"transfer (trains, buses, etc.), connection switching"
交換,こうかん,「欠陥じゃねぇぇよ！　バッテリーこうかんしてやりゃあ済むわ！」,,,3,"exchange, interchange, switching, reciprocity"
敢えて,あえて,「良かろう！　ここはあえて、敵に塩を送ってやるのであるっ！　アイム、ケンシン・ウエスギ！　ＯＫ！　レッツプレイッッ！」,,,3,"purposely (of something needless, unexpected or seemingly counterproductive, etc.), daringly"
勇敢,ゆうかん,消防士はゆうかんでなければならない。,,,3,"brave, heroic, gallant"
果敢,かかん,かかんな飛び込みも エルボーブロックで塞がれ 攻め手を失う,,,3,"resolute, determined, bold"
緩める,ゆるめる,食べ過ぎたのでベルトをゆるめたの。,,,3,"to loosen, to slacken"
緩やか,ゆるやか,ネテロの一連の動作はこの上なく流麗かつゆるやかに行われたよう ピトーは感じたが…,,,3,"loose, slack"
緩和,かんわ,技を出して衝撃をかんわしろ！,,,3,"relief, mitigation, alleviation, relaxation"
緩急,かんきゅう,歩行速度にかんきゅうをつけて 残像を見せているんだ,,,3,"pace, tempo, slow and fast"
肝,きも,彼女はきもが据わっています,,,3,"liver, innards courage, spirit"
肝心,かんじん,何事も最初がかんじんだ。,,,3,"essential, important, crucial, vital, main"
肝臓,かんぞう,彼はかんぞうを患っている,,,3,liver
貫く,つらぬく,自らは不意打ちで背後からリサリサを刺しつらぬく,,,3,"to go through, to pierce, to penetrate"
一貫,いっかん,その日からの僕のゴールデンウィークの 過ごし方といえば そう いっかんして土下座だった,,,3,"consistency, coherence, integration"
企む,たくらむ,次の計画に移行するとしようか 何をたくらんでるんだ？ 失敬な！,,,3,"to scheme, to plan, to play a trick, to invent"
企てる,くわだてる,それにしても要塞まで動かして 数千光年の征旅をくわだてたというのに ひとり ヤン･ウェンリーに 名を成さしめたのみか やれやれだな,,,3,"to plan, to plot, to propose"
企業,きぎょう,彼女はアメリカのきぎょうで働いています。,,,3,"enterprise, business, company, corporation"
企画,きかく,独身者パーティーをきかくした。,,,3,"planning, project, plan, design"
分岐,ぶんき,俺の人生のフローチャートは全部が全部バッドエンドへのぶんきかよ!?　ドちくしょぉぉぉ――――ッ！,,,3,"divergence, ramification, bifurcation, branching off"
岐路,きろ,歴史は今 再び大きなきろを迎えていた,,,3,"forked road, crossroads"
忌まわしい,いまわしい,そこに再び過去のいまわしいドス黒い気分になる因縁が浮上してきた,,,3,"unpleasant, disagreeable, abominable"
忌避,きひ,彼女達にとって男っていうのはそれだけで恐怖ときひの対象だからね,,,3,"evasion, avoidance, shirking"
禁忌,きんき,神様はきんきを犯した人間をとことん嫌うらしい,,,3,taboo; tabooing
既に,すでに,「死因は焼死と思われる。すでに遺体は搬送されて司法解剖に回されているが……」,,,3,"already, too late"
既婚,きこん,ダンナが単身赴任で時間とれるだけで… 私、きこん者なんです,,,3,married
将棋,しょうぎ,同じ学科で 同じサークルで もう１人先輩を交えて  よう ４人しょうぎとかやって遊んどったわ,,,3,"shogi, Japanese chess, xianqi"
棋士,きし,でもプロのきしといっても 国内王者でさえ 収入は雀の涙です。,,,3,"shogi player, go player"
棄権,きけん,その状態でダメージの抜けた間柴とファイトするのは危険すぎる この試合 きけんしよう,,,3,"abstention (from voting), renunciation (of a right), withdrawal"
放棄,ほうき,占領地をほうきして 撤退しようかと思うのですが ｢一度も砲火を交えないうちにか？｣ 敵は焦土作戦に出て 我々が飢えるのを待っています,,,3,"abandonment, renunciation, resignation"
軌道,きどう,きどうを変えた！左フック！,,,3,"orbit, trajectory"
軌跡,きせき,きせきは渦巻きのように 蚊取り線香のように俺に迫っている,,,3,tire track
騎士,きし,あたしだって、きしに厚化粧なんて必要ないと思うけど・・,,,3,knight
騎手,きしゅ,先ほどの競馬場で馬券を破り捨てて   馬とかきしゅとかに文句言ってる 人たちですよね   そういう人は必ず一定数いますから,,,3,"horseman, rider, jockey"
欺く,あざむく,「兵は詭道なり」「戦いとはあざむくこと」,,,3,"to deceive, to delude, to trick"
犠牲,ぎせい,「ダルよ。このバナナ……食べてみようとは思わないか？思うはずだ。 我らの理念達成のぎせいとなり散ったダルに、敬礼……！」,,,3,"* sacrifice, victim, scapegoat * sacrifice (to the gods)"
菊,きく,《秋の夜長を待ちかねてきく見がてらに廓の露、　 濡れてみたさに来てみれば案に相違の愛想尽かし》,,,3,chrysanthemum (Chrysanthemum morifolium)
不吉,ふきつ,「……ふきつな名前ですよ。　とびきりね……」,,,3,"ominous, sinister, unlucky, inauspicious"
吉事,きちじ,皇帝陛下のご婚約は全てのきちじに先駆けて 平和と繁栄の年を象徴するものだろう,,,3,auspicious event
喫茶店,きっさてん,きっさてんも手伝うのん お遊戯もするん！,,,3,"coffee shop, tearoom, coffee lounge"
喫煙,きつえん,ここではきつえんできません。,,,3,smoking
虐げる,しいたげる,日本人よ！ブリタニアにしいたげられた全ての民よ！ 私は待っていた！,,,3,"to oppress, to persecute, to tyrannize"
虐待,ぎゃくたい,射殺とは短慮だ 政治犯をぎゃくたいしてはイゼルローンとの交渉材料にならんではないか,,,3,"abuse, ill-treatment, maltreatment, mistreatment"
虚しい,むなしい,されど時と運命の前に 信じるという行為はあまりにむなしく そして儚い,,,3,"mpty, void, vacant"
虚ろ,うつろ,誰だって 孤独だ 誰だって うつろだ,,,3,"cavity, hollow, void"
空虚,くうきょ,彼の言葉はくうきょなものに感じられる,,,3,"emptiness, hollowness, vacancy"
海峡,かいきょう,ドーバーかいきょうに突き出した小島 それがウィッチーズ基地,,,3,"channel (e.g. between two land masses), strait"
峡谷,きょうこく,ハイネセンらがえらんだのは、とあるきょうこくをまるまる埋めつくしたドライアイスの巨大な塊で、 長さ一二二キロ、幅四〇キロ、高さ三〇キロという数値であった。,,,3,"gorge, ravine, canyon, glen"
脅す,おどす,「この俺をおどすとは……貴様、何者だ？」,,,3,"to threaten, to menace, to frighten (into doing)"
脅迫,きょうはく,でも ハインリッヒは陛下を知らない きょうはく者に屈するくらいなら死を選ぶ方だということを,,,3,"threat, menace, coercion, terrorism"
脅威,きょうい,しかし 吸血鬼の不死力を圧倒するほどの エナジードレインっていうのは確かにきょういだな,,,3,"threat, menace"
凝る,こる,「勝ったの負けたの、そういうのがそんなに大事？肩こらないかな、プレッシャーだよ」,,,3,to grow stiff
凝固,ぎょうこ,ノミがかすっただけの所は血が止まってる  こいつの口から血のぎょうこを妨げる分泌液が出てるみたいだな これ以上 出血箇所を増やすとヤバい！,,,3,"coagulation, freezing, solidification"
斤量,きんりょう,ただですね前回57.5㎏が今回56㎏なので そういうきんりょう面を考えると   差す競馬もできるので チャンスはあるのかなと思います,,,3,weight
緊張,きんちょう,きんちょうしてるんですね 大丈夫 あの検察官が涙目になるぐらい論破してやりますよ,,,3,"tension, mental strain, nervousness"
緊急,きんきゅう,「それで、如何されましたか。　 わざわざ電話などお使いになるからには、きんきゅうの御用事と拝察しますが」,,,3,"urgency, emergency"
愚か,おろか,おろか… 鈍足の獣が この距離を踏破できるものか！,,,3,"foolish, stupid"
愚行,ぐこう,「無論、獅子吼殿……　殊更に挑発の言を弄し、かようなぐこうへと追いやった貴殿も糾問は免れぬぞ」,,,3,"foolish act, folly"
偶に,たまに,彼はたまに料理をします。,,,3,"occasionally, once in a while, now and then, rarely, seldom"
偶然,ぐうぜん,「ぐうぜんですよ。 県警の帰り道に無線連絡が入りましてね。寄り道したわけです。」,,,3,"coincidence, chance, accident, fortuity"
偶数,ぐうすう,ぐうすうは2で割り切れます。,,,3,even number
待遇,たいぐう,社員たちはたいぐうの改善を要求している。,,,3,"treatment, reception, service"
境遇,きょうぐう,悪いが アクア様をこんなきょうぐうに置いてはおけない,,,3,"one's circumstances, environment, situation (in life)"
桑,くわ,山梨県甲斐市では、くわの実の摘み取り園がオープンし、多くの人でにぎわっています,,,3,mulberry (tree)
桑原,くわばら,「あと少しで、それがしも閻魔の顔を拝んでいるところでござったな。いやあ、くわばらくわばら」,,,3,mulberry field Heaven forbid! ｜ Knock on wood!
死刑,しけい,俺たちはさっきまでしけい執行寸前だったんだ でもその闇の中で今ほんの少しだけど光明が見えた,,,3,"death penalty, capital punishment"
刑事,けいじ,よかったことといえば 僕が撃ったけいじが 一命を取り留めたことだ,,,3,"(police) detective, criminal matter"
啓発,けいはつ,正直、けいはつやPRだけではダメだと思います。 具体的に、日本政府が取り戻すような取り組みを始めでもしない限り、 現状追認する層は動かないと思います。,,,3,"enlightenment, development, edification, public awareness"
天啓,てんけい,私は昨夜 てんけいを得てね,,,3,"(divine) revelation, divine oracle"
契約,けいやく,その選手は新しいチームとけいやくした。,,,3,"contract, compact, agreement"
契機,けいき,今回の事件をけいきにＮＧＬにも機構の強制捜査の メスが入ることは必至です。,,,3,"opportunity, chance"
憩い,いこい,おのれ… おのれ 掠風竊塵（リョウフウセツジン）！ 性懲りもなく 我がいこいの森を踏み荒らすとは 許さん 断じて許さぬぞ！,,,3,"rest, relaxation"
休憩,きゅうけい,少しきゅうけいしましょう。,,,3,"rest, break, recess, intermission"
掲げる,かかげる,新帝国が新たな軍旗をかかげて行う最初の外征である,,,3,"to put up (a notice, sign, etc.), to hang out"
掲示,けいじ,「けいじ板の管理者であるなら、登録者のあらゆる情報がつぶさに分かる……と言う事か……」,,,3,"notice, bulletin, post, posting, placard"
掲載,けいさい,雑誌に店の広告がけいさいされました,,,3,"publication (e.g. of an article in a newspaper), carrying (e.g. a story)"
携える,たずさえる,「杖をたずさえた筋者か。　確か……雪車町一蔵と云う」,,,3,to carry in one's hand
携帯,けいたい,「……何の嫌がらせか知らないけど、私の家に高島ざくろのけいたい電話を置いたのはあんたでしょ」,,,3,"carrying (on one's person or in the hand), mobile phone, cell phone"
必携,ひっけい,ならば 何のためじゃ？何のために 勝者 ひっけいを義務づけられた この秘帖を…,,,3,"handbook, manual, vade mecum essential item, must-have"
鶏,にわとり,そのにわとりは毎朝鳴きます。,,,3,"chicken (Gallus gallus domesticus), domestic chicken"
鶏卵,けいらん,そして、1935年（昭和10年）、タコとけいらんを入れる明石焼に影響を受けて、 牛肉ではなくタコとけいらんを入れるようになり、これを「たこ焼き」と名付けて販売しました。,,,3,hen's egg
鯨,くじら,海で大きなくじらを見ました,,,3,whale (Cetacea spp.)
捕鯨,ほげい,日本は南極海て国際法を破って違法なほげいをしていたのに、 それについては問題視しなかったよね。,,,3,"whaling, whale hunting, whale fishing"
倹約,けんやく,けんやくして貯金を増やしたい,,,3,"thrift, economy, frugality"
賢い,かしこい,それがかしこい立ち回りってもんだ,,,3,"wise, clever, smart"
賢明,けんめい,ジョジョ 飛行機に乗ったのはけんめいだったぞ,,,3,"wise, sensible, well-advised, intelligent"
幻,まぼろし,血もいっぱい出ちまってるしな まぼろしも見るか,,,3,"phantom, vision, illusion, dream, apparition"
幻覚,げんかく,げんかくか 今の光は,,,3,"hallucination, illusion"
孤独,こどく,「こどくで肌寒い道のりなら、せめて侶を得て歩もうと……。　そうお望みなのかしら」,,,3,"solitude, loneliness, isolation"
孤児,こじ,皆さん この少女は戦災こじなのです 彼女の父はアスターテ会戦で戦死された,,,3,orphan
弧,こ,二重線が螺旋になって、こを・・いや、そうじゃないな・・,,,3,arc
雇う,やとう,「まさか、ウチの店でバイトをやとうことになるとはな」,,,3,to employ
雇用,こよう,彼はその会社とこよう契約を結んだの。,,,3,"employment (long term), hire"
顧みる,かえりみる,はあ　いっそ戦争なり内乱なりのほうがはるかにマシです これは無論 予言などではなかった だがミュラーは自身の  この発言を憮然としてかえりみることになるのである,,,3,"to look back on (the past), to reflect on"
顧問,こもん,誕生日？ こもんのヴィレッタ先生,,,3,"adviser, advisor, consultant"
回顧録,かいころく,毒舌家として知られたウッド提督のかいころくの一節はつぎのごとくである。,,,3,"memoirs, reminiscences"
娯楽,ごらく,そしてこれが、私の唯一の「ごらく」でもあり、「消閑法」でもあるのである,,,3,"pleasure, amusement"
悟る,さとる,俺の父親は俺が物心ついた頃すでに雨気をさとると...,,,3,"to perceive, to sense, to discern"
覚悟,かくご,互いにかくごを持って　ぶつけ合い 勝敗を決するのが狩りだ。,,,3,"resolution, resignation, readiness, preparedness"
坑道,こうどう,「然り。　なれらがこうどうを掘り始める時……守り石を砕き、中の神宝を奪ったであろう？」,,,3,"tunnel, (mining) gallery, level, shaft, pit"
孔子,こうし,だからこそ「政治家には人徳が必要であって、王には人徳が必要で」っていう、 こうし様の儒教の教えにガーッと戻っていくことになるんですけど。,,,3,Confucius
巧み,たくみ,貸して 貸して 私がたくみな話術で説得するから,,,3,"skillful, adroit, dexterous, masterful"
巧妙,こうみょう,「いや、オレに銃を貸すためのこうみょうな罠！」,,,3,"ingenious, skillful, clever, deft"
慌てる,あわてる,あわてるな 本隊は左舷回頭しつつ右へ流せ 右翼部隊を敵の左側面に 回り込ませれば再び敵を縦深陣に取り込める,,,3,"to become confused (disconcerted, disorganized, disorganised), to be flustered, to panic"
慌ただしい,あわただしい,なんだかあわただしかったなあ アヴィリオがこの町に戻ってきてから たった三ヶ月か,,,3,"busy, hurried, confused, flurried"
恐慌,きょうこう,ｼｭﾜﾙﾂ･ﾗﾝﾂｪﾝﾚｲﾀｰは守勢に弱いという欠点をさらけ出し 半きょうこう状態から壊滅へ急落するかに見えた,,,3,"panic, scare, consternation"
拘束,こうそく,ヤツの身柄こうそくは最優先事項だ,,,3,"restriction, restraint, binding, constraint"
拘置所,こうちしょ,「今日は私の役宅で休んでおけ。こうちしょには戻らなくていい。　 明日、仕事が済んだ後で付き合って欲しい所がある」,,,3,"prison, detention house, detention center, jail"
控える,ひかえる,最近甘いものをひかえています。,,,3,"to be temperate in, to refrain, to abstain, to hold back"
控除,こうじょ,他の既存の寄附金こうじょの仕組みにおきましても、  税制上の支援対象を決定する際に、過去の実績を勘案して判断しているところであります。,,,3,"subtraction, deduction (e.g. tax), subsidy"
甲板,かんぱん,そして アセチレンバーナーで焼き開けられ ドンとかんぱんに置かれた鉄の箱のみ,,,3,deck (of a ship)
甲乙,こうおつ,勝手にお腹が鳴ってしまいます…どちらもこうおつ付けがたい、いい匂いです…！,,,3,"first and second, A and B"
硬い,かたい,「かたいのか軟らかいのか、よく分からない子ね、相変わらず」,,,3,"hard, solid, tough"
硬貨,こうか,じゃあ 一人のときはこのこうかを投げて決めたらいいわよ,,,3,"coin, hard currency"
強硬,きょうこう,こ… こうなったら やむをえん きょうこう手段だ！ ハイエロファントグリーン！,,,3,"firm, strong, unbending, unyielding"
絞る,しぼる,布をもっと固くしぼりなさい。,,,3,"to wring (towel, rag), to squeeze"
絞める,しめる,単なる消耗戦なぞ 今の我々には 自分の首をしめるに等しい,,,3,"to strangle, to constrict"
絞殺,こうさつ,まずは こうさつか 毒さつ 電気ショックの心臓麻痺でもいい,,,3,"strangulation, strangling"
綱,つな,このつなは直径20cmあるそうです。,,,3,rope
要綱,ようこう,交渉の際に提示された八項目の「韓国側の対日請求ようこう」には、 「被徴用韓人未収金」や「戦争による被徴用者の被害に対する 補償」も含まれていた。,,,3,"main principle, gist, general plan"
郊外,こうがい,彼女はこうがいの学園に通っているね。,,,3,"suburb, residential area on the outskirt of a city"
近郊,きんこう,彼らは東京きんこうに住んでいる。,,,3,"outskirts, environs (of a city), surrounding area"
発酵,はっこう,チーズだ 牛や羊の乳をはっこうさせ 固める,,,3,"fermentation, zymosis"
克服,こくふく,どんな試練もこくふくします,,,3,"conquest (of a difficulty, illness, handicap, etc.), overcoming, bringing under control"
克明,こくめい,伯は こくめいな私記を所有しており それによりますと エルウィン･ヨーゼフ２世は３月に拒食症の末に衰弱死し 以来 その遺体を抱えて逃亡を続けていたとのことであります,,,3,"detailed, scrupulous, careful, minute"
地獄,じごく,「鬼？  鬼ってじごくにいる、金棒を持ったあの？」,,,3,hell
投獄,とうごく,ルドルフの腹心であるエルンスト・ファルストロング内務尚書（大臣）がみずからその局長をかね、 〝法律によらず主体的な判断によって〟逮捕、拘禁、とうごく、懲罰をおこなったのである。,,,3,"imprisonment, incarceration"
開墾,かいこん,ここをかいこんすれば 作物は出来るでしょう ですが 悲しいかな 作物は 市場で売らなければ 意味がない,,,3,"cultivating new land, clearing, reclamation"
恨む,うらむ,うらみを持って処刑されたとはいえ こんな誇り高い人物を 高貴なる心の持ち主を,,,3,"to bear a grudge against, to resent, to blame"
痛恨,つうこん,またまた ご謙遜を 逃がしてしまったのはつうこんの極みですが シズ殿がいれば恐るるに足りませんよ！,,,3,"regretful, sorrowful, bitter"
紺,こん,日本の制服はこんが多いね。,,,3,"navy blue, deep blue"
濃紺,のうこん,はい　そこののうこんスーツのデカい方　どうぞ～。,,,3,dark blue
魂,たましい,付喪神？　って あれか… 道具を百年続けて使ったらたましいを持つとか  百年を目前に捨てちゃったから 持ち主を恨むとか そういうやつか,,,3,"soul, spirit"
霊魂,れいこん,俺はね　れいこんって信じてるんだ。,,,3,"soul, spirit"
御霊,みたま,「無論、無論。雷蝶殿のご心痛はわかり申す。父君の葬礼を後回しにせねばならぬなど、 子として立つ瀬の無い想いでござろう！　しかし真実、殿のみたま安からんを思えば」,,,3,spirit of a deceased person
負債,ふさい,もし同盟が この不貞な企てに加担しているとすれば やつらには必ず そのふさいを支払わせる,,,3,"debt, liabilities"
国債,こくさい,すると フェザーン政府にお引き受け願った 我がくにのこくさいのうち償還期限のものがあると,,,3,"national debt, national securities, government bonds"
催し,もよおし,学校のもよおしに参加しました。,,,3,"event, festivities, function, social gathering"
催促,さいそく,ヤダ　まるで さいそくしてるみたいじゃない,,,3,"pressing, urging, demanding, demand"
削る,けずる,体力をけずるのが目的ならば 特に睾丸は積極的にたたくべきだ,,,3,"to shave (wood, leather, etc.), to sharpen"
削除,さくじょ,要らないファイルはさくじょして下さい。,,,3,"deletion, elimination, erasure, striking out"
添削,てんさく,ボクらで邪馬台軍を歓迎してあげよう。多少荒っぽくなりそうだけどね。 まずは、この手紙をてんさくして、送り返すところからかな。,,,3,"correction, looking over, touching up"
搾取,さくしゅ,これは…死！ 絶対的強者によるさくしゅ！,,,3,"exploitation, bleeding dry, squeezing dry"
錯覚,さっかく,無窮の暗黒間に浮揚したかのごときさっかくは、しかし一瞬で去った。,,,3,"optical illusion, hallucination"
錯誤,さくご,バカな！ 時代さくごにも程がある 騎兵の時代ではないぞ！,,,3,"mistake, error, discrepancy"
撮る,とる,写真てのは被写体に断ってからとるのが礼儀なんじゃないんすかね,,,3,to take (a photo) to record
撮影,さつえい,さつえいは3ヶ月かけて行われました。,,,3,"photography (still or motion), photographing, filming"
擦る,こする,冷えた手をこすって温めた。,,,3,"rub, strike"
暫く,しばらく,そこでしばらく休んでいます。,,,3,"for a moment, for a minute"
暫定,ざんてい,イラクにざんてい政権ができた,,,3,"provisional, temporary, tentative"
施す,ほどこす,君らはテクノロジーによって それを行い 私は太古より伝わる意思 言葉の力によってそれをほどこす,,,3,"to give (time, money, goods), to donate to do, to perform"
