word,reading,example,,,level,meaning
本音,ほんね,少佐 私はほんねで話してほしい,,,10,"real intention, true opinion"
下,した,あいつ どこかで見たことあると 思ったんだけどさ さっき本屋で見かけて はっきりした したの妹の旧友みたいなんだ,,,10,"below, down, under"
下さる,くださる,黒の騎士団の残党に　正義の裁きがくだされます,,,10,"to give, to confer"
下がる,さがる,どんどん体温がさがっていく,,,10,"to come down, to go down"
上,うえ,全てが零閃の射程範囲内 違うな 真うえの敵には居合い抜きもねえだろう,,,10,"above, up"
上げる,あげる,水蒸気爆発だ 水は急激に温度をあげると爆発的に膨張する,,,10,"to raise, to elevate"
火,ひ,ひをつけたのはあいつらだ,,,10,"fire, flame"
火山,かざん,この辺りはかざんに近いため　溶岩石も多く,,,10,volcano
花,はな,はなが咲いてる,,,10,"flower, blossom"
貝,かい,南方の木の実やかいの殻　巨大な深海魚,,,10,shellfish
大学,だいがく,ひょっとして戦場ヶ原さんと 同じだいがくを目指すってこと？,,,10,"post-secondary education institution, incl. university"
学校,がっこう,あいつ 病弱だからって よくがっこうを休むだろ,,,10,school
人気,にんき,ずいぶんとにんきがある絵師だったんだがね,,,10,"popularity, public favor"
空気,くうき,ここでもくうき読めないやつってのがいるんだ,,,10,"air, atmosphere"
休み,やすみ,スザクだって そのせいで 今日もやすみなんだし,,,10,"rest, recess"
休日,きゅうじつ,私はね きゅうじつは散歩の日なの,,,10,"holiday, day off"
玉,たま,クソッ あんなとこに たまが転がってるなんて… あ！,,,10,"ball, sphere, globe"
目玉,めだま,スイのめだまはもう死んでる,,,10,eyeball
金,きん,きん髪にきん色の瞳,,,10,gold
年金,ねんきん,この「知っておきたいねんきんのはなし　２０歳になったら国民ねんきん」では ねんきん制度のあらましについて、お話しします。,,,10,"annuity, pension"
金,かね,気付いたらおかねが残り少ない 出店の出費だって安くないんだから,,,10,money
空,そら,なのに夜神君は少しも楽しそうじゃなく、ずっと上のそらです,,,10,"sky, the air"
空,から,この瓶はもうからね。,,,10,"emptiness, vacuum"
月,つき,雨降りでつきが見えなかったね。,,,10,"moon, month"
九月,くがつ,妹はくがつにアメリカの大学に入学します。,,,10,September
ヶ月,かげつ,工事の予定が1かげつ延びてしまった。,,,10,months (period of)
犬,いぬ,いぬを鎖でつなぎました。,,,10,dog
見る,みる,私は世界情勢を知るために毎日ニュースをみるわ。,,,10,"to see, to look"
見学,けんがく,今日、工場のけんがくに行きました。,,,10,"inspection, study by observation"
口,くち,くちを大きく開けてください。,,,10,mouth
人口,じんこう,その国のじんこうはどのくらいですか。,,,10,population
山,やま,今日はやまがはっきり見える。,,,10,"mountain, hill"
子,こ,そのこは日本語が分からない。,,,10,child
糸,いと,母はいとを針に通した。,,,10,"thread, yarn,"
一糸まとわぬ,いっしまとわぬ,☆いっしまとわぬ心で☆,,,10,stark naked
字,じ,こなたさん、じが摩訶不思議…,,,10,character (i.e. kanji)
耳,みみ,老いぼれて みみが遠くなったか？ ジジイ,,,10,ear
車,くるま,くるまが溝にはまったの。,,,10,car
手,て,「黎明期だったからすっげー高くて、個人にはてが出せなかったらしい」,,,10,hand
出る,でる,彼は選挙にでるつもりだ。,,,10,"to leave, to exit"
出す,だす,貴様なぞにだす茶はないぞ,,,10,"to take out, to get out"
女,おんな,おんなが警察庁に戻るまで約五分…,,,10,"female, woman"
小,しょう,私の初恋はしょう学生の時です。,,,10,small
小さい,ちいさい,地図内のちいさい建物は省略してあります。,,,10,"small, little"
森,もり,雲の切れ間 深界二層「誘いのもり」だよ,,,10,forest shrine grove
森林,しんりん,世界中でしんりんが失われています。,,,10,"forest, woods"
人,ひと,最近ヨガをやるひとが急増しています。,,,10,"man, person"
水,みず,みずが沸騰したよ。,,,10,water
正しい,ただしい,「こんな言葉が……水上さんにとってのただしい注釈になるのかな？」,,,10,"right, correct"
校正,こうせい,文章こうせい機能が備わっています,,,10,proofreading
生きる,いきる,絢爛たる永遠をいきる それが　このディオの運命なのだ,,,10,"to live, to exist"
生まれる,うまれる,ヤツらを逃せば あの中から 帝国に憎悪を燃やす 新兵がうまれるだろう,,,10,to be born
先生,せんせい,せんせい　調子はいかがです 納期も迫っておりますが ああ　任せてくださいよ,,,10,"teacher, master"
青い,あおい,ここの海はとてもあおい。,,,10,blue
青年,せいねん,町のせいねんたちはボランティア活動をしています。,,,10,"youth, young man"
石,いし,いしが粉々に砕けましたね。,,,10,stone
赤い,あかい,あかい線を2本引いて下さい。,,,10,"red, crimson, scarlet"
先,さき,今は このまま身一つでやってみたい さきが視えない事が嬉しいんだ,,,10,"previous, prior"
千,せん,せん円貸してください。,,,10,"1,000, thousand"
川,かわ,2つの市の境にかわが流れているの。,,,10,"river, stream"
早い,はやい,月日が経つのははやいものです。,,,10,"fast, quick, hasty"
草,くさ,今朝は庭のくさに霜が降りていたの。,,,10,"grass, weed, herb"
足,あし,奴はあしが細切れになりすぎて まだ完全に回復しきれてねえ そこが付け目だ,,,10,"foot, leg"
足りる,たりる,お金がたりなくて買えなかった。,,,10,"to be sufficient, to be enough"
村,むら,この峠を越えるとむらがあります。,,,10,village
大い,おおい,今夜はおおいに語りましょう。,,,10,"a great deal, very much"
男,おとこ,まさかこんなに早く あんな凡庸なおとこが,,,10,"man, male"
男女,だんじょ,あの二人 ただの主従関係ではあるまいな 勿論 だんじょの関係でもない,,,10,"men and women, man and woman"
竹,たけ,女房は陶然と白いたけに縋りついていた,,,10,bamboo
竹林,ちくりん,そのちくりんで休んでいると　 奇妙な男に声をかけられた,,,10,bamboo thicket
中,なか,一人一人に訊問するようなことをして申し訳ありませんでした このなかに、キラはいません,,,10,"medium, average"
虫,むし,庭で秋のむしが鳴いているね。,,,10,"insect, bug"
町,まち,あのまちは緑を増やしています。,,,10,"town, block"
町村,ちょうそん,このイベントは出店をまちとむらに限定しているのが特徴で341のちょうそんが出店しています,,,10,towns and villages
天,てん,てんから恵みの雨が降ったね。,,,10,sky heaven
天気,てんき,今日はいいてんきですね。,,,10,weather
田,た,今はたに水を入れる季節です。,,,10,rice field
土,つち,春には燃やした灰がつちを肥やしてくれてるはずだ,,,10,"earth, soil"
日,ひ,夏はひが長い。,,,10,day
入る,はいる,師走にはいると忙しくなります。,,,10,"to enter, to go into"
入れる,いれる,凄い金額じゃない 欲しい物を手にいれるんだよ 情熱も投資も必要だよ,,,10,"to put in, to let in, to take in"
年,とし,新しいとしが始まりました。,,,10,year
白い,しろい,そのしろい粉は赤ちゃんのミルクです。,,,10,white
白人,はくじん,はくじんは人間ではない,,,10,white person
百,ひゃく,私の祖母はひゃく才です。,,,10,"100, hundred"
文,ふみ,中華連邦にいるときも ふみの一通もいただけなくって,,,10,"letter, writings"
文学,ぶんがく,彼女はぶんがくに興味を持っているのよ。,,,10,literature
本,ほん,ほんを１冊買いました。,,,10,book
名,な,彼はなの通った会社に就職しました。,,,10,"name, given name"
木,き,台風できが倒れた。,,,10,"tree, shrub"
目,め,彼女は青いめをしています。,,,10,eye
夕日,ゆうひ,ゆうひが西の空に沈んだね。,,,10,"evening sun, setting sun"
立つ,たつ,見ろ　茶柱がたっておるぞ 幸先が良い,,,10,"to stand, to rise"
力,ちから,お相撲さんは、みんなちから持ちだ。,,,10,"force, strength"
入力,にゅうりょく,彼女の仕事はデータのにゅうりょくです。,,,10,"input, (data) entry"
林,はやし,私たちははやしの中に入っていった。,,,10,"woods, forest"
上下,じょうげ,この服はじょうげセットで買いました。,,,10,"top and bottom, high and low"
大人,おとな,あなたもだいぶおとなになったね。,,,10,adult
文字,もじ,壁にもじが書いてあった。,,,10,"letter (of alphabet), character"
小川,おがわ,おがわがさらさら流れています。,,,10,"stream, brook"
七夕,たなばた,日本では7月7日はたなばたの日です。,,,10,Tanabata
