word,reading,example,,,level,meaning
淫ら,みだら,そんな あられもねえ姿でうろうろすんなっつってんだ 妄りにみだらな格好をするな,,,2,"obscene, indecent, lewd, bawdy, loose, improper"
淫夢,いんむ,そう ゆめなら何も問題ない なんてことだ 最強じゃないか サキュバスのいんむサービス！,,,2,"lewd dream, salacious fantasy"
臼,うす,今日のおやつは、わらびもちです。きな粉は、私が石うすでひきました。いつもより香ばしいですよー。,,,2,"millstone, mortar"
脱臼,だっきゅう,アレックス 何　ただのだっきゅうです,,,2,dislocation
子守唄,こもりうた,仮にこもりうたを歌う母親の音程がズレていると 赤ちゃんも誤った音程を記憶してしまうそうです,,,2,lullaby
餌,えさ,毎日金魚にえさをやります。,,,2,"(animal) feed, fodder, pet food,  bait, lure, enticement"
餌食,えじき,こやつは民主共和政を腐食させ その骨をしゃぶり尽くした 同じように今 専制政治をもえじきにしようとしている,,,2,"prey, victim"
好餌,こうじ,「ではけっきよく、三艦隊いずれもが、敵の各個撃破戦法のこうじとなってしまいます」,,,2,"bait, decoy, lure,  easy prey, easy victim, sucker"
怨霊,おんりょう,このおんりょうのようなどこまでも追跡をやめない スタンドが…小さくなって 消えていく,,,2,"revengeful ghost, apparition"
私怨,しえん,組に養われてる奴が組抜きで動いてる理由ってのは一体　何だ？ たぶん　しえんだ。,,,2,"personal grudge, personal enmity"
艶,つや,うら若く!美しくつややかで華やかで! おしゃれな、マメエラ先生に是非とも!,,,2,"gloss, luster, lustre, shine, sheen, polish"
艶やか,あでやか,「戦闘美少女のあでやかさ！　感服です！　一生ついていきます！」,,,2,"glamorous, charming, beguiling, bewitching, beautiful, fascinatingly elegant,"
妖艶,ようえん,いやぁこの揚げが ミステリアスな膨らみを含んだようえんな揚げ,,,2,"fascinating, voluptuous, bewitching"
旺盛,おうせい,先日のダキア戦はあくまでも実弾演習 今回は戦意おうせいな諸君のため援軍は丁重にお断りしておいた,,,2,"lively, vigorous, energetic, healthy, avid (e.g. desire)"
静岡,しずおか,『コドモンデ』は しずおか市の小学校中学校に配られている お仕事の学習フリーペーパーです,,,2,Shizuoka (city)
福岡,ふくおか,その感動の質が僕がふくおか市美術館で生まれて 初めてアートに 感動した時の質と同じだったんですね,,,2,Fukuoka (city)
臆病,おくびょう,おくびょう者は前線で酷使される ここは 少しでも勇ましいことを…,,,2,"cowardly, timid, easily frightened,"
臆面,おくめん,僕の責任で復活したあいつはおくめんもなく人を食い続けるだろう,,,2,shy face
俺,おれ,「茶々丸、あの阿修羅じみた小娘と比べても、 おれがそう劣るとは思えんがな……。　貴様の目で見ると差があるのか」,,,2,"I, me"
苛む,さいなむ,「甘い声の描き出す幸福の幻影がおれをさいなむ！そんなありもしない希望を見せるんじゃねえ！ せめて絶望させろ！　わかったもういい殺せ、最後の慈悲でおれを殺せぇーーーーーーッ!」,,,2,"to torment, to torture, to harass"
苛める,いじめる,「だからって襟首掴んで放り投げていいって決まりがあるかよ！　 大の大人が子供いじめて喜んでんじゃねぇ!」,,,2,"to ill-treat, to bully, to torment, to pick on, to tease"
苛烈,かれつ,ルドルフの支配はかれつを極め 批判者や反対者を弾圧 粛清する 恐怖政治へと移行していった,,,2,"severe, stern"
牙,きば,我々にきばを剝いておきながら 生き永らえた奴が居るなんて 見過ごせるわけがない,,,2,"tusk, fang"
象牙,ぞうげ,ぞうげ… ではありませんね,,,2,ivory
崖,がけ,西のがけが崩れたぞ,,,2,"cliff, precipice,  precipice, brink of a dangerous situation"
断崖絶壁,だんがいぜっぺき,三方を険しい岩山で囲まれた だんがいぜっぺきにある町 ウィンドナイツ・ロット,,,2,"precipitous cliff, sheer precipice"
蓋,ふた,ああ　しかしそれもここで彼に触れたことで 記憶のふたが開いたらしい,,,2,"cover, lid, cap"
頭蓋骨,ずがいこつ,貴様の腕ごと 瓶を砕くようにずがいこつを陥没してくれる,,,2,"skull, cranium"
骸,むくろ,「戸を蹴破って押し込んできた強盗に、説法をくれてやって何となろうや？　 白刃の一閃にて切り伏せてから、むくろに念仏を聴かせてやるべきでござろうよ」,,,2,"(dead) body, corpse"
骸骨,がいこつ,お祈りがいこつ 久々に見たからビックリしちゃった,,,2,skeleton
形骸化,けいがいか,そうして設立されたのがこの士官学校だ。 今じゃその理念はけいがいかしつつあるけどね,,,2,"becoming a mere shell, becoming a dead letter, losing (one's) substance, being reduced to a formality,"
亡骸,なきがら,あまりにひどいなきがらだったので お前には見ぜずに埋葬したよ,,,2,"remains, corpse, (dead) body"
柿,かき,かきの木に実がたくさんなっています。,,,2,"kaki, Japanese persimmon (Diospyros kaki)"
顎,あご,あごが痛い。,,,2,"jaw, chin,  barb (of a fishhook)"
葛,くず,お兄様のお部屋に、くず湯を差し入れに行ったら、書き置きが机の上にあったので… タケルの字だったから、書かれていた場所へ今、向かおうとし…て…,,,2,"kudzu (Pueraria montana), Japanese arrowroot"
葛藤,かっとう,今なお そのかっとうは継続している,,,2,"conflict, complication, troubles, discord"
釜,かま,「すみませんちょっと待ってください。　このウドの大木を薪にして風呂がまにくべてきますからっ」,,,2,"iron pot, kettle"
鎌,かま,あのかま　かなり　ヤバいぜ。,,,2,sickle
鎌倉,かまくら,「……そなたは東都守護の月番であろう。　 もしもこのかまくらを襲う外敵ありし時、矢面に立って防ぐのはそなたの役目なのだぞ」,,,2,Kamakura (city)
瓦,かわら,すげえ！ カッコいいおにがわらみてえ,,,2,a ridge-end tile
韓国,かんこく,かんこく　タイと回ってくるんだ 武者修行さ,,,2,"South Korea, Republic of Korea,  Korean Empire (1897-1910)"
日韓,にっかん,にっかん合同のコンサートが開かれたよ。,,,2,Japan and (South) Korea Japanese and (South) Korean
食玩,しょくがん,…まてまて、何でそんなにあるの いやー　しょくがんなんだけどさ、欲しいのがなかなかこなくて…　つい大人買いを,,,2,"small toy sold with food, premium"
玩具,おもちゃ,「撮影……だと……？　それをネタに脅し、ついには性的なおもちゃに……」,,,2,"toy, plaything"
愛玩,あいがん,お前、王になぜ私は生まれてきたと聞いたそうだな それがまずかったな 王は人の自我を嫌う そりゃそうだろう あいがんすべき人形に自我など必要ないからなぁ,,,2,"caring for (esp. a pet or a small object), cherishing, being fond of"
歌舞伎,かぶき,かぶきの芝居を見に行きました。,,,2,"kabuki, Japanese classical drama"
近畿,きんき,「山城國、京都です。　現在もきんき以西においては中心的な位置を占めていると言えるのですが……」,,,2,"Kinki (region around Osaka, Kyoto, Nara)"
畿内,きない,《きないの南北に帝が立ち、大和全土が混沌の渦中に争い合ったというあの時代……　 もし吾が主を得ておれば、おのれに悪名を立てる暇など与えず、葬ってやれたものを！》,,,2,"territories in the vicinity of the capital and under direct imperial rule, (in Japanese history) the five kuni in the immediate vicinity of Kyoto"
亀,かめ,この池にはかめがいますね。,,,2,"tortoise, turtle,  heavy drinker turtle crest, turtle mon"
亀裂,きれつ,翌日　その岩のきれつから　草が生えているのに気付きました,,,2,"crack, crevice, fissure, chap, rift"
僅か,わずか,ケニー　この世界は そう遠くない未来 必ず滅ぶ そのわずかな人類の黄昏に私は楽園を築き上げたいのだ,,,2,"only, merely, (a) little, small quantity"
僅差,きんさ,「ごめんね…わたしの中ではきんさだったけど、やっぱり無理」,,,2,small difference
雑巾,ぞうきん,ぞうきんで窓を拭いた,,,2,"house-cloth, dust cloth,"
布巾,ふきん,端切れは掃除用のふきんに、古い油は石鹸に 本はわたしの勉強に,,,2,"tea-towel, dish cloth"
錦,にしき,胸白の鎧に金の八龍を打ちたる五枚兜。それに赤地のにしきの陣羽織を枝に引っかけてる。……間違いないわ,,,2,"brocade fine dress, fine clothes"
駒,こま,情報を秘匿している以上 大っぴらに援軍は呼びづらい つまり盤上のこまは これだけ,,,2,"piece (in shogi, chess, etc.) bridge (of a violin, etc.) horse, foal"
串刺し,くしざし,「蛆には腐肉を。蠅には糞を。　百舌には蛙のくしざしを」,,,2,"skewer, spit,  skewering impalement"
洞窟,どうくつ,暗いどうくつで明かりは松明だけ 岩肌の陰にまで 注意を払うことはない,,,2,"cavern, cave, cave system, grotto"
巣窟,そうくつ,俺には蟲を寄せる体質がある 一つ所に住めば　そこは蟲のそうくつになっちまう,,,2,"den, haunt, hangout, nest, lair"
熊,くま,チケット完売だってよ くま殺しのニュース ワイドショーでもやってたからな,,,2,bear (any mammal of family Ursidae)
稽古,けいこ,最初から強い奴には、リハもけいこも必要ない。武道は弱い奴が強くなろうとする手段で、 だから精神論が幅利かすのさ。礼に始まり礼に終われって――そういう具合に。,,,2,"practice, practising, training, study"
滑稽,こっけい,悲しいほどこっけいに見える,,,2,"funny, comical, humorous, laughable,  ridiculous, silly, absurd"
初詣,はつもうで,いや――　まァそうだけど 一年の計は元旦にあるから はつもうでに行って一年の英気を養おうって,,,2,first shrine visit of New Year
造詣,ぞうけい,ぞうけいは深い　機械とかpcのぞうけいは深いけど むしろ ビジネスのセンスとかアートのセンスに長けていた このスティーブ・ジョブズが2人咬み合わさったことで 一気に伝説を生んでいくんだね,,,2,"deep knowledge, attainments, scholarship"
隙,すき,手続きに 時間を食う そのすきに槙島が 王手をかけるかもしれん,,,2,"gap, space,  break, interlude, interval"
隙間,すきま,囁くような音　轟くような音 耳を塞いでもすきまを埋めても変わらない,,,2,"crevice, crack, gap, opening, clearance,  spare moment"
間隙,かんげき,そこで このかんげきを縫って 小型艦艇で歩兵部隊を送り込み 潜入を図ることが考えられます,,,2,gap
桁,けた,どうやら敵も「念」の使い手だな しかも　けた外れに強い。,,,2,"column, beam, girder, crossbeam"
拳,こぶし,黙らないと 口に握りこぶしを差し込みますよ～？,,,2,fist
拳銃,けんじゅう,彼はけんじゅうで撃たれたわ。,,,2,"pistol, handgun, revolver"
拳骨,げんこつ,アルフォンス君は　さっきオレがげんこつかまして説教した,,,2,"(clenched) fist, knuckles"
鍵,かぎ,出かける時はかぎを掛けてください。,,,2,key lock
鍵盤,けんばん,ピアノの前に座るたびにねけんばんを見るたびにね  なんかこう 残念だなあて気はするんですね,,,2,"keyboard (piano, computer, etc.)"
右舷,うげん,艦隊うげん回頭,,,2,starboard
両舷,りょうげん,閣下 りょうげんより新たな敵が 接近してきます 何！ ここはお引きください,,,2,both sides of a ship
太股,ふともも,このふとももはやわらかいや,,,2,"thigh buttocks, arse, ass, butt"
股座,またぐら,「異人どもも馬鹿ではないからのう。　いつこちらのまたぐらへ手を伸ばしてくるか。はて、さて……」,,,2,crotch
股間,こかん,「くすくす……なんで鏡はこかんからだけそんなに汗かくの？　ふとももとかべちょべちょだよ」,,,2,"nether region, between the legs, groin, crotch"
虎,とら,私が猫であり とらであることを そして 人であることを知ってもらうための 軒並み がっかりしてもらうための裏切りの物語,,,2,"tiger (Panthera tigris) drunkard, drunk, sot"
虎穴,こけつ,「……しゃあねえ。こけつに入らずんば、だ」,,,2,"jaws of death, dangerous place, tiger's den"
乞食,こじき,こじきが公園のベンチで寝ている。,,,2,beggar begging
物乞い,ものごい,外国人のくせにこの場所にものごいみたいに座るんじゃあねえ,,,2,"beggar, begging"
勾配,こうばい,私たちは急なこうばいの山道を歩いた,,,2,"slope, incline, gradient, grade, pitch,  slope (of a linear function) gradient (vector calculus)"
勾玉,まがたま,何なの～？ この怪しげな空飛ぶまがたまは…,,,2,comma-shaped jewels
喉,のど,風邪をひいてのどが痛いです。,,,2,throat singing voice
梗塞,こうそく,ユーストレス欠乏性脳こうそく まあ 公認の病名ではありません,,,2,"stoppage, tightness, block,  infarction (e.g. cardiac)"
梗概,こうがい,「プロット」というのはあらすじとか こうがいという意味で 小論文の作成においては 小論文の流れを示したメモのことになります,,,2,"outline, summary, epitome"
頃,ころ,子供のころ、よくその公園で遊んだ。,,,2,"(approximate) time, around, about"
手頃,てごろ,「……随分とおてごろ価格なブルジョアジーだな、それは」,,,2,"moderate, handy, convenient, reasonable"
痕跡,こんせき,それだったら もっと派手にこんせきが残っていそうなものだし,,,2,"trace, traces, vestige, vestiges"
血痕,けっこん,手の傷と付近に落ちていた角材が一致しました。周囲の木やカードレールに叩いた跡。 周囲に散乱する富竹さんのけっこん。つまりですね…,,,2,bloodstain
刃傷沙汰,にんじょうざた,少なくとも お前の仲良し２人はそうは思わなかったようだぞ 俺に抵抗しにんじょうざたに及ぶほどな,,,2,刃物を持って争うこと。
音沙汰,おとさた,テスト前に――「企画ガ通リマシター」とは聞いたけど、 それからおとさたないな,,,2,"news (from someone), word, contact"
捻挫,ねんざ,この温泉は主たる効能として 打ち身やねんざに効くそうだが どうだ,,,2,"sprain, twist, wrench"
挫折,ざせつ,ざせつもんだよ。泣きたくなる。だから根性なくて悪いけどよ、オレは抜けるぜ。もう付き合わねえ。,,,2,"setback, failure (e.g. plans, business), frustration"
挫く,くじく,「弱きを助け、強きをくじく！」,,,2,"to sprain, to twist,  to dampen (enthusiasm), to discourage, to dishearten"
塞ぐ,ふさぐ,破壊されたあの扉を速やかにふさぐには 飛躍的手段 君の「巨人の力」が必要になる,,,2,"to stop up, to close up, to block (up), to plug up, to shut up"
要塞,ようさい,あ 貴官は どこの部隊に所属しておいでです この度 イゼルローンようさい 駐留艦隊の幕領を拝命しました,,,2,"fort, stronghold, fortification"
閉塞,へいそく,へいそくした時代の状況に窒息するような思いを味わっていた銀河連邦の市民達は この若い鋭気に富んだ新しい英雄を歓呼をもって迎えたのだった,,,2,"blockage, blockade, blocking up, stoppage"
喝采,かっさい,「観客がどうした！　あいつらは僕が活躍している間は拍手かっさいを送って寄越し、 勝利の余光を浴びて愉しみ」,,,2,"acclamation, applause, ovation, cheers"
采配,さいはい,さあ 宜野座君 君の 責任者としてのさいはいを… 情に流されない 決断力を私に見せてくれないか？,,,2,"baton (of command) order, command, direction"
大阪,おおさか,おおさか攻略はヤツの任務だ 奮起するのは当然だろう,,,2,Osaka (city) large hill
埼玉,さいたま,「さいたまから車で。すごいですねー。あれいったいどこの人工衛星なんですかね？」,,,2,Saitama (city)
柵,さく,お気遣いなく さくの中で飼われるのは性に合わない,,,2,"fence, paling, railing"
柵,しがらみ,本土ってのは色々面倒なんだな そういうしがらみの中で皆生きておる,,,2,"weir bonds, fetters, ties of obligation,"
斬新,ざんしん,やはり 実際の現場で働く士官の提言はなかなかざんしんですなあ,,,2,"novel, original, newness"
斬撃,ざんげき,ほう　くないでざんげきをそらしたか,,,2,"slash, slashing attack"
斬る,きる,気づいてくれて助かったぜ 背中からきるのは後々 寝覚めの悪い思いをするからなあ,,,2,"to kill (a human) using a blade (sword, machete, knife, etc.), to slice"
鹿,しか,牛？ しかも時々ね 猪も,,,2,deer
叱る,しかる,ま…まいったな エ…エリナ婆ちゃんにしかられるぜ,,,2,"to scold, to chide, to rebuke, to reprimand"
叱責,しっせき,「未だ解決へ至らぬ不手際をしっせき頂くが相応。　慰労などは相応しからぬかと」,,,2,"reprimand, rebuke"
嫉妬,しっと,あなたがストレスの権化だというのならば 苛虎はしっとの権化です,,,2,"jealousy, envy"
腫れる,はれる,何よ この作戦 私たち 不良になったみたいじゃない 終わったら手がはれてそう,,,2,"to swell (from inflammation), to become swollen"
腫瘍,しゅよう,２人は 全身に水疱のようなしゅようができ やがて トマトソースのようになって死亡したそうだ,,,2,"tumor, tumour, neoplasm, neoplasia"
呪い,のろい,「だから……絶対に犯人を突き止めるって、必ず捕まえてやるって、 息巻いてました……のろいなんてあり得ないって……」,,,2,"curse, spell, malediction"
呪文,じゅもん,失われた古代の術法により 魔法を封じた巻物 一度 ひもとけば たとえ 赤子であれど じゅもんを行使できるという,,,2,"spell, charm, incantation, magic word"
蹴る,ける,ゴールキーパーがボールをけった。,,,2,"to kick to refuse, to reject,  to stamp (on the ground)"
一蹴,いっしゅう,仮にﾔﾝ･ｳｪﾝﾘｰが ﾌｪｻﾞｰﾝへの帰路を絶たんとしても 我が軍は前進して正面の敵をいっしゅうし 惑星ハイネセンを討ち イゼルローン回廊から帝国本土に帰るだけのことだ,,,2,"flatly rejecting, curtly refusing, brushing aside,  beating easily, defeating handily"
払拭,ふっしょく,「とにかく、こういうのは最初が肝心なのっ。あんたもこれを機に、マイナスイメージをふっしょくして――」,,,2,"wiping out, sweeping away, eradicating, dispelling"
拭く,ふく,タオルで体をふきました。,,,2,"to wipe, to dry"
拭う,ぬぐう,「のう、ノーコよ。　わらわには、おぬしの寂しさを、ぬぐってやれぬか？」,,,2,"to wipe, to mop up,  to get rid of"
尻,しり,「残ってない！　あのな、前にもそれ言われたが、あんたいつ私のおしりを確かめた……？」,,,2,"buttocks, behind, rump, bottom, hips,  undersurface, bottom,  last place"
尻尾,しっぽ,「本当に耳としっぽついてる！　どういうこと！？」  「やれやれ……百聞は一見にしかず、じゃな」,,,2,tail (animal)
芯,しん,えっ 全然！　私なんて全然！ 五十鈴（いすず）さんのほうが落ち着いててしんが強そうで それに大人っぽくて  凄く羨ましいな,,,2,the center; the core; the heart
腎臓,じんぞう,かんぞうとじんぞうはどちらも大切な器官です,,,2,kidney
腎虚,じんきょ,「この御歳でじんきょなんて……。　どうしましょうさよ、 『勃たない景明さまも好きです！』って言って差し上げたいけどかえって傷つけてしまうかしら？」,,,2,(male) emaciation due to sexual overindulgence
必須,ひっす,この仕事には日本語力がひっすです,,,2,"indispensable, essential, requisite, required, compulsory, necessary"
急須,きゅうす,茶碗のお湯をきゅうすに淹れていきます。,,,2,small teapot
裾,すそ,「ほれ、この袖口が、だらんとしているところがポイント。あとはすそから伸びる白い脚」,,,2,"hem, (trouser) cuff, shirttail"
凄い,すごい,すごい雨になった。,,,2,"terrible, dreadful,  amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific,  to a great extent"
凄まじい,すさまじい,それはすさまじい音量で谺のように呼応し 世界を這いずり回っているという,,,2,"terrific, fierce, terrible, tremendous, dreadful, awful"
凄惨,せいさん,まさに この学校でとんでもなくせいさんな出来事が… 何があったんですか？,,,2,"ghastly, gruesome, appalling, lurid"
覚醒,かくせい,おやじは言ってた 後天的にかくせいするきっかけは 過度のストレスだって,,,2,"waking up, awakening, arousal, revival,  disillusion"
親戚,しんせき,もう何だか 不愛想だけども親切なしんせきのおじさんみたいだった 勘弁してほしい もっと私に嫌われるようなことをしてほしい,,,2,"relative, relation, kin"
姻戚,いんせき,紋章を欲する貴族といんせき関係を結び、金銭的な援助を得られれば、と・・,,,2,"relative by marriage, affinity"
脊髄,せきずい,じゃあ　激辛パフェとか！ いい加減せきずい反射的な発想はやめないか？,,,2,spinal cord
脊椎,せきつい,全てを防ぐのは不可能！せきついに腱… どこでもいい 削げば歩みは止められる！,,,2,"spine, vertebral column"
煎じる,せんじる,お目が高いね　旦那 そいつは人魚のツメだ せんじて飲めばホレ薬になんだよ,,,2,"to boil, to decoct, to infuse"
煎餅,せんべい,結局 せんべい１袋 食われちまっただけだったな,,,2,"rice cracker, Japanese cracker, rice cookie"
羨ましい,うらやましい,彼の才能はうらやましい程だね。,,,2,"envious, jealous,  enviable (position, etc.)"
羨望,せんぼう,いや 実にせんぼうの至りだよ 俺なんぞどんなに高熱にうなされても 思考が良識と羞恥心の台座から離れないものな,,,2,envy
涙腺,るいせん,年だわね　るいせん　緩くって…。,,,2,"tear gland, lacrimal gland"
乳腺,にゅうせん,「これはねぇ、にゅうせんが刺激されておっぱい大きくなるおまじないなんだよ」,,,2,mammary gland
所詮,しょせん,いい加減にしろよ お前ら 刀剣なんぞ しょせんは道具 一驚するに 爪楊枝と そう違いはねえ,,,2,after all
詮索,せんさく,あれもこれも奇策のうちだ　そなたはせんさくせんでもよい,,,2,"inquiry into, enquiry into, prying (into), investigation, search, exploration"
詮議,せんぎ,せんぎは以上です。 彼らを連れていきなさい。,,,2,"discussion, examination,  investigation (of a criminal), questioning"
膳,ぜん,「……わーった！　わーったよ！　ここまでおぜん立てされといて――」,,,2,"small dining table (usu. for a single person), serving tray (with legs),  meal"
配膳室,はいぜんしつ,あっ 向こうにいた はいぜんしつだ,,,2,pantry
狙う,ねらう,「貴方は湊斗景明に復讐を誓う者か。　俺に近親を殺され、その怨恨に懸けて俺の命をねらう者か？」,,,2,"to aim at to be after (something), to have an eye on"
狙撃,そげき,ヤン艦隊は待ち構えて そこへ砲火を集中してくるだろう 我々は穴から出たところをそげきされて 反撃のすべもなく 薙ぎ倒されることになる,,,2,"shooting, sniping"
遡る,さかのぼる,この辺りまでさかのぼると 植物と動物との区別をつけるのは難しくなってくる,,,2,"to go upstream to go back (in time, to origin), to date back to"
遡及,そきゅう,その時点ではまだバーラトの和約も反和平活動防止法も成立していない 法のそきゅう適用は同盟憲章の固く戒めるところだ,,,2,"tracing back, retroactivity"
爽やか,さわやか,でも キルヒアイスっていう 名字はいいな とてもさわやかな感じがするよ,,,2,"fresh, refreshing, invigorating,  clear (e.g. voice), fluent"
爽快,そうかい,「そうですね……もっとそうかいな方が良いですね……」,,,2,"refreshing, exhilarating, invigorating, bracing"
痩せる,やせる,時間か　時間があればﾔﾝ･ｳｪﾝﾘｰ一党はより力をつけ 卿ら同盟政府は やせ細るだけのことであろうよ,,,2,"to become thin, to lose weight, to reduce (one's) weight, to slim"
痩身,そうしん,そうしん効果のある 正しい歩き方というのは つま先は踏ん張らず反らせます　肩は引かず巻かず真ん中で力を抜きます,,,2,"slim figure, lean figure,  weight reduction"
捉える,とらえる,あそこのカーブで絶対 とらえてやるぜ,,,2,"to catch, to capture, to seize, to arrest, to grab, to catch hold of"
捕捉,ほそく,「あの六波羅どもは見逃せない。　火勢の弱い箇所を狙って突破しほそく、撃滅する」,,,2,"capture, seizure, prehension, trapping,  apprehension, understanding"
袖,そで,今日は寒いので長そでを着ました。,,,2,"sleeve wing (of a stage, desk, gate, etc.)"
領袖,りょうしゅう,リップシュタット連合軍にあって最強硬派のりょうしゅうであったフレーゲル男爵,,,2,"leader, chief, boss"
謙遜,けんそん,僕の手は食べ物じゃない またまた ごけんそんを おいしかったのは本当です,,,2,"modesty, humility, being humble"
遜色,そんしょく,あらめて見るとすげぇオーラだぜ 総量だけでいったらプロの中堅クラスとそんしょくねえ,,,2,inferiority
唾,つば,彼は地面につばを吐いたよ。,,,2,"saliva, spit, sputum"
唾液,だえき,吸血鬼だったころの後遺症が残っている僕の血やだえきは ケガの治療をすることが可能なのだ,,,2,"saliva, sputum"
眉唾,まゆつば,そんな理不尽なものなど まゆつばものだと思いたいですが,,,2,"fake, counterfeit"
堆く,うずたかく,うずたかく積まれた紙くずの山はその とまどいを 何よりも如実に物語るものかもしれなかった,,,2,"piled up high, in a heap"
堆積,たいせき,島内に火山灰が大量にたいせきした,,,2,"accumulation, pile, heap,  sedimentation"
大和堆,やまとたい,"9月13日付共同通信によると、""日本海の好漁場・やまとたい周辺で8月下旬、外国漁船の 違法操業の警戒に当たっていた海上保安庁の巡視船に対し、  北朝鮮船とみられる高速艇が接近し、乗組員が小銃を向けて 威嚇していたことが13日、海保への取材で分かった。""とのこと。",,,2,日本海中央部に位置する浅い部分（堆、海底山脈）である
頂戴,ちょうだい,それ、ひとつちょうだい。,,,2,"receiving, reception, getting, being given"
戴冠,たいかん,６月22日 新皇帝ラインハルトの即位 およびたいかんの日である,,,2,"coronation, crowning"
誰,だれ,だれかに聞いてみてください。,,,2,who
誰何,すいか,「門前ですいかされる」,,,2,"challenging (an unknown person), asking a person's identity"
一旦,いったん,疲れたでしょう、いったん休みましょう。,,,2,"once for a short time, briefly, temporarily"
元旦,がんたん,その日 俺は日本京都府京都市のとある有名な神社に来ていた がんたんである,,,2,"New Year's Day New Year's morning, morning of New Year's Day"
旦那,だんな,だんなさんは十何年も待って　また祝言挙げたんだって,,,2,"master (of a house, shop, etc.) husband (informal) sir, boss, master"
綻びる,ほころびる,万物には全てほころびがある 人間は言うにおよぼず 大気にも、意志にも、時間にだってだ,,,2,"to come apart at the seams, to be ripped, to be torn"
破綻,はたん,お前様が誰と どんな絆を築こうと 時間が その絆をはたんさせてしまう,,,2,"failure, collapse, breakdown, break-up, bankruptcy"
焼酎,しょうちゅう,だって熊みてぇな先生と冬眠の話３時間半もするんだぞ 芋じょうちゅう飲みながらさ,,,2,"shochu, Japanese spirit distilled from sweet potatoes"
捗る,はかどる,その辺もね、妄想すると結構はかどるので、面白かったりもしますが、それはまた別の機会に喋ろうかなと思います。,,,2,"to make progress, to move right ahead (with the work), to advance"
進捗,しんちょく,しんちょく状況は？滞りなく,,,2,"progress, being under way"
潰れる,つぶれる,箱の角がつぶれていますよ。,,,2,"to be crushed, to be smashed, to be broken"
鋳潰す,いつぶす,《青江一門の面汚し！　幾人もの仕手を惑わし唆し、 女子供ばかりを狙って殺戮させた希代の駄作。 おまえなど、いつぶされて仏像にでもなってしまえ!》,,,2,to melt down
潰瘍,かいよう,私のかいよう性大腸炎はね見事にこ のホメオパシーによって治っていきました,,,2,ulcer
爪,つめ,つめが伸びています。,,,2,"nail (e.g. fingernail, toenail), claw, talon, hoof,  plectrum"
爪牙,そうが,獣のそうがを自負する者よ、誉れ高きその名を唱えよ,,,2,"claws and fangs, claws and tusks,  clutches, devious design"
鶴,つる,湖につるがいますよ。,,,2,crane
諦める,あきらめる,彼は留学の夢をあきらめていないよ。,,,2,"to give up, to abandon (hope, plans), to resign oneself (to)"
溺れる,おぼれる,自分の足の速さにおぼれて 断崖から転落するカモシカのような そんな危うさを持っています,,,2,"to drown, to nearly drown, to sink below the surface (of water),  to indulge in"
